date,benchmark_close,market_regime,max_total_exposure,current_total_exposure,current_cash,effective_universe_size,holdings_count,decision_scope_size,candidates_seen,passed_base_filter_count,passed_bucket_filter_count,passed_valuation_filter_count,passed_quality_filter_count,passed_price_trigger_count,raw_buy_signal_count,unique_raw_buy_intent_count,repeated_blocked_buy_signal_count,raw_sell_signal_count,account_feasible_buy_signal_count,user_visible_buy_recommendation_count,user_visible_blocked_buy_count,pending_buy_intent_count,blocked_by_universe_count,blocked_by_market_regime_count,blocked_by_cash_count,blocked_by_cash_one_lot_count,blocked_by_position_limit_count,blocked_by_single_name_limit_count,blocked_by_min_trade_amount_count,blocked_by_lot_size_count,blocked_by_price_too_high_for_account_lot_count,blocked_by_price_too_high_for_remaining_capacity_count,blocked_by_lot_size_accumulation_required_count,blocked_by_existing_position_count,blocked_by_hard_add_ban_count,blocked_by_max_positions_count,blocked_by_daily_new_position_count,blocked_by_daily_add_count,blocked_by_unknown_count,executable_buy_count,executable_sell_count,executed_buy_count,executed_sell_count
2023-04-03,4090.5676,risk_on,0.95,0.0,50000.0,28,1,4821,4821,4820,1277,186,9,1977,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,17,1,0,1,0
2023-04-04,4103.1052,risk_on,0.95,0.055133467137646684,47231.7867851,28,2,4826,4826,4825,1277,216,14,2185,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,18,1,0,1,0
2023-04-06,4096.64,neutral,0.7,0.12988644894495205,43409.73101225,28,3,4825,4825,4824,1276,231,16,2257,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19,1,0,1,0
2023-04-07,4123.2799,risk_on,0.95,0.1684962026359572,41566.25713595,28,3,4825,4825,4824,1276,200,12,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19,0,0,0,0
2023-04-10,4104.8118,risk_on,0.95,0.16927724983478995,41566.25713595,28,3,4835,4835,4834,1279,206,12,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19,0,0,0,0
2023-04-11,4100.1479,neutral,0.7,0.16761368352483688,41566.25713595,28,3,4835,4835,4834,1279,205,12,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,18,0,0,0,0
2023-04-12,4097.2876,neutral,0.7,0.16768035409196744,41566.25713595,28,4,4834,4834,4833,1278,198,12,2296,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,20,1,0,1,0
2023-04-13,4068.9786,neutral,0.7,0.20264106245135033,39800.84567135,28,4,4835,4835,4834,1279,202,12,2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,20,0,0,0,0
2023-04-14,4091.9988,neutral,0.7,0.20418754147896795,39800.84567135,28,5,4834,4834,4833,1279,202,12,2356,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,22,1,0,1,0
2023-04-17,4149.3836,risk_on,0.95,0.2623974448910635,37144.72207325,28,5,4835,4835,4834,1280,174,9,2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,23,0,0,0,0
2023-04-18,4162.032,risk_on,0.95,0.26570738637548624,37144.72207325,28,5,4842,4842,4841,1281,174,10,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0
2023-04-19,4124.5589,risk_on,0.95,0.26458796523536926,37144.72207325,28,5,4842,4842,4841,1281,183,10,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0
2023-04-20,4113.0192,risk_on,0.95,0.26515537100914993,37144.72207325,28,5,4844,4844,4843,1281,178,9,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0
2023-04-21,4032.5672,neutral,0.7,0.25936777630935587,37144.72207325,28,5,4843,4843,4842,1280,195,9,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0
2023-04-24,3982.6429,neutral,0.7,0.2567000449004303,37144.72207325,28,6,4845,4845,4844,1281,224,11,3144,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,1,0,1,0
2023-04-25,3962.6658,neutral,0.7,0.31425134588255554,34192.36163075,28,6,4846,4846,4845,1280,307,29,3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,0,0,0
2023-04-26,3959.2323,neutral,0.7,0.314127545571293,34192.36163075,28,6,4839,4839,4838,1279,350,27,3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,0,0,0
2023-04-27,3988.4185,neutral,0.7,0.3189771276527595,34192.36163075,28,7,4839,4839,4838,1279,309,23,3292,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,1,0,1,0
2023-04-28,4029.0858,neutral,0.7,0.36119257417050893,32278.83174395,28,7,4835,4835,4834,1278,287,17,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,0,0,0,0
2023-05-04,4030.2471,neutral,0.7,0.36266829271495626,32278.83174395,23,8,4826,4826,4825,1278,316,5,2933,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,23,1,0,1,0
2023-05-05,4016.8774,neutral,0.7,0.44840320196791916,28070.4671132,23,8,4843,4843,4842,1281,324,5,3049,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,22,0,0,0,0
2023-05-08,4062.6624,neutral,0.7,0.45317414365760034,28070.4671132,23,8,4844,4844,4843,1281,253,5,2976,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,22,0,0,0,0
2023-05-09,4027.8754,neutral,0.7,0.45046573182283706,28070.4671132,23,8,4840,4840,4839,1281,287,6,3126,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,22,0,0,0,0
2023-05-10,3996.8695,neutral,0.7,0.44692513221624985,28070.4671132,23,8,4843,4843,4842,1283,298,5,3089,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,22,0,0,0,0
2023-05-11,3990.6637,neutral,0.7,0.44604104137081296,28070.4671132,23,8,4846,4846,4845,1283,295,6,2992,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,22,0,0,0,0
2023-05-12,3937.7622,neutral,0.7,0.4429740853086241,28070.4671132,23,8,4848,4848,4847,1284,327,6,3095,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,22,0,0,0,0
2023-05-15,3998.8872,neutral,0.7,0.4471538805002558,28070.4671132,23,8,4848,4848,4847,1284,314,6,2991,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,22,0,0,0,0
2023-05-16,3978.2054,neutral,0.7,0.4459207616218806,28070.4671132,23,8,4852,4852,4851,1284,324,6,3080,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,22,0,0,0,0
2023-05-17,3960.165,neutral,0.7,0.44365856230758605,28070.4671132,23,8,4855,4855,4854,1285,314,6,2924,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,22,0,0,0,0
2023-05-18,3956.0701,neutral,0.7,0.44319506829058825,28070.4671132,23,8,4857,4857,4856,1286,311,6,2842,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,22,0,0,0,0
2023-05-19,3944.5403,neutral,0.7,0.4430072439373891,28070.4671132,23,8,4861,4861,4860,1287,323,5,2841,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,21,0,0,0,0
2023-05-22,3969.3277,neutral,0.7,0.4474041973264896,28070.4671132,23,8,4862,4862,4861,1286,317,5,2784,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,21,0,0,0,0
2023-05-23,3913.1882,neutral,0.7,0.44281929282564375,28070.4671132,23,8,4865,4865,4864,1286,331,5,2941,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,21,0,0,0,0
2023-05-24,3859.0935,neutral,0.7,0.43749339988493446,28070.4671132,23,8,4868,4868,4867,1286,334,5,2964,4,3,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,19,0,0,0,0
2023-05-25,3850.4996,neutral,0.7,0.43700828070485914,28070.4671132,23,7,4869,4869,4868,1287,331,5,2931,5,1,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,19,1,1,1,1
2023-05-26,3850.9511,neutral,0.7,0.4559858937277534,27058.3807525,23,8,4869,4869,4868,1287,319,5,2883,4,1,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,18,1,0,1,0
2023-05-29,3833.9416,neutral,0.7,0.493627509605739,25184.8828717,23,8,4866,4866,4865,1287,327,5,2921,4,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,17,0,0,0,0
